"radios","LINK","comuna","fraccion","radio","CO_FRAC_RA","Hasta   0.50 personas por cuarto","0.51  -  0.99  personas por cuarto","1.00  -  1.49  personas por cuarto","1.50  -  1.99  personas por cuarto","2.00  -  3.00  personas por cuarto","Más de  3.00 personas por cuarto"
"AREA#020101311","020101311",10,13,11,"10_13_11",34,23,35,4,3,1
"AREA#020101312","020101312",10,13,12,"10_13_12",34,24,31,4,7,0
"AREA#020101401","020101401",10,14,1,"10_14_1",24,26,37,7,7,0
"AREA#020101402","020101402",10,14,2,"10_14_2",27,19,35,10,8,2
"AREA#020101403","020101403",10,14,3,"10_14_3",28,20,38,8,6,1
"AREA#020101404","020101404",10,14,4,"10_14_4",32,26,33,6,3,0
"AREA#020101405","020101405",10,14,5,"10_14_5",31,25,37,4,3,0
"AREA#020101406","020101406",10,14,6,"10_14_6",31,29,27,6,5,1
"AREA#020101407","020101407",10,14,7,"10_14_7",29,30,32,4,4,1
"AREA#020101408","020101408",10,14,8,"10_14_8",32,18,34,7,9,0
"AREA#020101409","020101409",10,14,9,"10_14_9",28,19,30,9,12,2
"AREA#020101410","020101410",10,14,10,"10_14_10",33,22,34,6,4,1
"AREA#020101411","020101411",10,14,11,"10_14_11",18,17,34,6,19,5
"AREA#020101501","020101501",10,15,1,"10_15_1",31,18,36,6,6,3
"AREA#020101502","020101502",10,15,2,"10_15_2",27,27,32,6,7,1
"AREA#020101503","020101503",10,15,3,"10_15_3",29,24,33,5,8,1
"AREA#020101504","020101504",10,15,4,"10_15_4",32,25,33,4,6,0
"AREA#020101505","020101505",10,15,5,"10_15_5",34,29,31,4,2,0
"AREA#020101506","020101506",10,15,6,"10_15_6",37,21,32,4,5,1
"AREA#020101507","020101507",10,15,7,"10_15_7",35,20,35,4,6,0
"AREA#020101508","020101508",10,15,8,"10_15_8",29,14,35,8,9,5
"AREA#020101509","020101509",10,15,9,"10_15_9",25,21,41,7,5,0
"AREA#020101601","020101601",10,16,1,"10_16_1",30,19,39,4,6,1
"AREA#020101602","020101602",10,16,2,"10_16_2",29,21,35,6,8,1
"AREA#020101603","020101603",10,16,3,"10_16_3",27,23,30,6,10,4
"AREA#020101604","020101604",10,16,4,"10_16_4",29,23,38,6,4,0
"AREA#020101605","020101605",10,16,5,"10_16_5",31,27,31,6,5,0
"AREA#020101606","020101606",10,16,6,"10_16_6",23,28,33,6,9,1
"AREA#020101607","020101607",10,16,7,"10_16_7",33,26,30,7,5,0
"AREA#020101608","020101608",10,16,8,"10_16_8",34,31,29,3,3,0
"AREA#020101609","020101609",10,16,9,"10_16_9",30,22,36,6,5,1
"AREA#020101701","020101701",10,17,1,"10_17_1",38,20,34,4,3,0
"AREA#020101702","020101702",10,17,2,"10_17_2",36,23,30,5,5,1
"AREA#020101703","020101703",10,17,3,"10_17_3",28,26,36,7,3,1
"AREA#020101704","020101704",10,17,4,"10_17_4",31,20,43,3,2,0
"AREA#020101705","020101705",10,17,5,"10_17_5",29,19,33,8,8,3
"AREA#020101706","020101706",10,17,6,"10_17_6",33,26,30,5,6,1
"AREA#020101707","020101707",10,17,7,"10_17_7",27,22,35,8,4,4
"AREA#020101708","020101708",10,17,8,"10_17_8",29,27,26,9,9,0
"AREA#020101709","020101709",10,17,9,"10_17_9",34,23,35,5,3,0
"AREA#020101710","020101710",10,17,10,"10_17_10",23,17,39,8,12,1
"AREA#020101801","020101801",10,18,1,"10_18_1",33,23,32,4,7,1
"AREA#020101802","020101802",10,18,2,"10_18_2",30,27,31,6,6,0
"AREA#020101803","020101803",10,18,3,"10_18_3",27,18,38,7,10,0
"AREA#020101804","020101804",10,18,4,"10_18_4",27,15,34,8,13,3
"AREA#020101805","020101805",10,18,5,"10_18_5",37,22,31,5,4,1
"AREA#020101806","020101806",10,18,6,"10_18_6",31,10,41,6,10,1
"AREA#020101807","020101807",10,18,7,"10_18_7",34,16,37,5,4,2
"AREA#020101808","020101808",10,18,8,"10_18_8",30,30,33,5,2,0
"AREA#020101809","020101809",10,18,9,"10_18_9",27,28,32,5,8,1
"AREA#020101810","020101810",10,18,10,"10_18_10",33,20,36,5,5,0
"AREA#020101811","020101811",10,18,11,"10_18_11",25,17,29,11,16,0
"AREA#020101812","020101812",10,18,12,"10_18_12",34,25,30,5,5,0
"AREA#020101901","020101901",10,19,1,"10_19_1",31,11,35,9,12,2
"AREA#020101902","020101902",10,19,2,"10_19_2",26,13,32,6,22,2
"AREA#020101903","020101903",10,19,3,"10_19_3",23,19,30,8,15,5
"AREA#020101904","020101904",10,19,4,"10_19_4",26,16,41,7,9,1
"AREA#020101905","020101905",10,19,5,"10_19_5",26,20,40,5,8,2
"AREA#020101906","020101906",10,19,6,"10_19_6",25,14,35,6,16,4
"AREA#020101907","020101907",10,19,7,"10_19_7",33,21,33,8,5,0
"AREA#020101908","020101908",10,19,8,"10_19_8",30,21,34,6,8,1
"AREA#020101909","020101909",10,19,9,"10_19_9",30,20,30,9,9,2
"AREA#020101910","020101910",10,19,10,"10_19_10",25,16,39,3,14,3
"AREA#020101911","020101911",10,19,11,"10_19_11",28,28,32,6,6,0
"AREA#020101912","020101912",10,19,12,"10_19_12",28,24,34,7,6,0
"AREA#020110101","020110101",11,1,1,"11_1_1",32,25,35,3,5,0
"AREA#020110102","020110102",11,1,2,"11_1_2",32,25,35,4,4,0
"AREA#020110103","020110103",11,1,3,"11_1_3",32,26,36,4,2,0
"AREA#020110104","020110104",11,1,4,"11_1_4",31,21,39,4,4,0
"AREA#020110105","020110105",11,1,5,"11_1_5",33,27,32,5,3,0
"AREA#020110106","020110106",11,1,6,"11_1_6",28,30,33,4,5,0
"AREA#020110107","020110107",11,1,7,"11_1_7",31,22,38,6,2,0
"AREA#020110108","020110108",11,1,8,"11_1_8",35,18,35,5,6,0
"AREA#020110109","020110109",11,1,9,"11_1_9",29,18,38,8,7,0
"AREA#020110110","020110110",11,1,10,"11_1_10",35,21,35,6,3,0
"AREA#020110111","020110111",11,1,11,"11_1_11",38,26,29,4,3,0
"AREA#020110112","020110112",11,1,12,"11_1_12",32,24,31,5,7,1
"AREA#020110201","020110201",11,2,1,"11_2_1",30,33,29,6,3,0
"AREA#020110202","020110202",11,2,2,"11_2_2",31,25,37,4,3,0
"AREA#020110203","020110203",11,2,3,"11_2_3",28,15,43,6,8,0
"AREA#020110204","020110204",11,2,4,"11_2_4",31,26,38,2,4,0
"AREA#020110205","020110205",11,2,5,"11_2_5",34,27,32,4,2,1
"AREA#020110206","020110206",11,2,6,"11_2_6",31,32,33,3,2,0
"AREA#020110207","020110207",11,2,7,"11_2_7",37,27,28,4,5,0
"AREA#020110208","020110208",11,2,8,"11_2_8",33,35,25,3,4,0
"AREA#020110209","020110209",11,2,9,"11_2_9",39,30,25,3,3,0
"AREA#020110210","020110210",11,2,10,"11_2_10",36,32,26,3,2,0
"AREA#020110211","020110211",11,2,11,"11_2_11",34,26,31,5,5,0
"AREA#020110301","020110301",11,3,1,"11_3_1",38,28,28,3,3,1
"AREA#020110302","020110302",11,3,2,"11_3_2",36,29,28,2,4,0
"AREA#020110303","020110303",11,3,3,"11_3_3",38,33,25,3,1,0
"AREA#020110304","020110304",11,3,4,"11_3_4",38,33,24,4,1,0
"AREA#020110305","020110305",11,3,5,"11_3_5",45,26,24,1,3,0
"AREA#020110306","020110306",11,3,6,"11_3_6",35,29,31,3,2,0
"AREA#020110307","020110307",11,3,7,"11_3_7",35,31,30,1,2,0
"AREA#020110308","020110308",11,3,8,"11_3_8",37,27,29,5,2,0
"AREA#020110309","020110309",11,3,9,"11_3_9",39,24,30,4,2,1
"AREA#020110310","020110310",11,3,10,"11_3_10",38,34,23,3,1,1
"AREA#020110311","020110311",11,3,11,"11_3_11",42,22,25,7,4,0
"AREA#020110312","020110312",11,3,12,"11_3_12",28,26,38,5,2,0
"AREA#020110401","020110401",11,4,1,"11_4_1",35,36,25,3,1,0
"AREA#020110402","020110402",11,4,2,"11_4_2",30,31,30,4,4,0
"AREA#020110403","020110403",11,4,3,"11_4_3",41,28,27,3,2,0
"AREA#020110404","020110404",11,4,4,"11_4_4",48,28,20,3,2,0
"AREA#020110405","020110405",11,4,5,"11_4_5",45,28,22,3,2,0
"AREA#020110406","020110406",11,4,6,"11_4_6",36,32,27,3,2,0
"AREA#020110407","020110407",11,4,7,"11_4_7",46,26,25,3,1,0
"AREA#020110408","020110408",11,4,8,"11_4_8",38,28,25,6,3,0
"AREA#020110409","020110409",11,4,9,"11_4_9",39,23,32,3,2,0
"AREA#020110410","020110410",11,4,10,"11_4_10",39,21,31,4,5,0
"AREA#020110411","020110411",11,4,11,"11_4_11",27,30,35,4,4,0
"AREA#020110412","020110412",11,4,12,"11_4_12",33,28,35,3,2,0
"AREA#020110413","020110413",11,4,13,"11_4_13",35,25,34,4,2,0
"AREA#020110501","020110501",11,5,1,"11_5_1",27,27,37,3,5,0
"AREA#020110502","020110502",11,5,2,"11_5_2",32,29,33,3,3,0
"AREA#020110503","020110503",11,5,3,"11_5_3",39,27,29,2,3,0
"AREA#020110504","020110504",11,5,4,"11_5_4",36,27,30,3,4,0
"AREA#020110505","020110505",11,5,5,"11_5_5",31,23,36,4,6,0
"AREA#020110506","020110506",11,5,6,"11_5_6",29,27,34,4,5,0
"AREA#020110507","020110507",11,5,7,"11_5_7",30,29,32,4,5,0
"AREA#020110508","020110508",11,5,8,"11_5_8",27,29,36,7,1,0
"AREA#020110509","020110509",11,5,9,"11_5_9",28,27,33,6,5,0
"AREA#020110510","020110510",11,5,10,"11_5_10",30,21,40,6,4,0
"AREA#020110601","020110601",11,6,1,"11_6_1",33,26,34,5,3,0
"AREA#020110602","020110602",11,6,2,"11_6_2",24,26,36,4,9,1
"AREA#020110603","020110603",11,6,3,"11_6_3",35,24,33,5,3,1
"AREA#020110604","020110604",11,6,4,"11_6_4",29,24,36,7,4,1
"AREA#020110605","020110605",11,6,5,"11_6_5",29,22,35,7,7,0
"AREA#020110606","020110606",11,6,6,"11_6_6",28,22,41,5,5,0
"AREA#020110607","020110607",11,6,7,"11_6_7",19,19,46,10,6,0
"AREA#020110608","020110608",11,6,8,"11_6_8",27,23,39,6,5,1
"AREA#020110609","020110609",11,6,9,"11_6_9",26,27,36,7,5,1
"AREA#020110610","020110610",11,6,10,"11_6_10",24,26,38,6,5,1
"AREA#020110611","020110611",11,6,11,"11_6_11",26,26,37,6,4,1
"AREA#020110701","020110701",11,7,1,"11_7_1",19,25,40,7,7,2
"AREA#020110702","020110702",11,7,2,"11_7_2",26,28,38,5,3,0
"AREA#020110703","020110703",11,7,3,"11_7_3",35,28,30,5,3,0
"AREA#020110704","020110704",11,7,4,"11_7_4",26,26,39,5,5,0
"AREA#020110705","020110705",11,7,5,"11_7_5",33,22,34,4,6,1
"AREA#020110706","020110706",11,7,6,"11_7_6",30,33,28,6,3,0
"AREA#020110707","020110707",11,7,7,"11_7_7",26,33,33,4,4,0
"AREA#020110708","020110708",11,7,8,"11_7_8",26,26,37,7,5,0
"AREA#020110709","020110709",11,7,9,"11_7_9",33,24,31,6,4,1
"AREA#020110710","020110710",11,7,10,"11_7_10",23,32,39,3,2,0
"AREA#020110711","020110711",11,7,11,"11_7_11",28,24,37,4,7,0
"AREA#020110712","020110712",11,7,12,"11_7_12",24,24,39,6,8,0
"AREA#020110801","020110801",11,8,1,"11_8_1",31,21,35,7,6,0
"AREA#020110802","020110802",11,8,2,"11_8_2",32,29,32,3,4,0
"AREA#020110803","020110803",11,8,3,"11_8_3",35,20,30,7,9,0
"AREA#020110804","020110804",11,8,4,"11_8_4",38,21,35,4,2,0
"AREA#020110805","020110805",11,8,5,"11_8_5",32,27,34,5,2,0
"AREA#020110806","020110806",11,8,6,"11_8_6",36,22,33,6,2,0
"AREA#020110807","020110807",11,8,7,"11_8_7",29,32,32,5,2,0
"AREA#020110808","020110808",11,8,8,"11_8_8",31,27,32,5,4,0
"AREA#020110809","020110809",11,8,9,"11_8_9",40,23,29,5,3,0
"AREA#020110901","020110901",11,9,1,"11_9_1",30,30,30,5,6,0
"AREA#020110902","020110902",11,9,2,"11_9_2",32,20,43,4,2,0
"AREA#020110903","020110903",11,9,3,"11_9_3",30,28,36,4,2,0
"AREA#020110904","020110904",11,9,4,"11_9_4",30,28,35,5,2,0
"AREA#020110905","020110905",11,9,5,"11_9_5",33,21,31,7,7,0
"AREA#020110906","020110906",11,9,6,"11_9_6",36,24,31,3,5,0
"AREA#020110907","020110907",11,9,7,"11_9_7",42,19,31,4,4,0
"AREA#020110908","020110908",11,9,8,"11_9_8",31,23,37,5,4,0
"AREA#020110909","020110909",11,9,9,"11_9_9",37,21,33,4,5,0
"AREA#020110910","020110910",11,9,10,"11_9_10",39,16,34,4,7,1
"AREA#020110911","020110911",11,9,11,"11_9_11",38,23,28,7,4,0
"AREA#020110912","020110912",11,9,12,"11_9_12",40,20,29,9,3,0
"AREA#020111001","020111001",11,10,1,"11_10_1",34,23,32,5,6,0
"AREA#020111002","020111002",11,10,2,"11_10_2",34,22,33,4,6,1
"AREA#020111003","020111003",11,10,3,"11_10_3",32,24,32,5,7,0
"AREA#020111004","020111004",11,10,4,"11_10_4",32,31,29,5,4,0
"AREA#020111005","020111005",11,10,5,"11_10_5",37,20,33,7,3,0
"AREA#020111006","020111006",11,10,6,"11_10_6",35,21,33,5,6,0
"AREA#020111007","020111007",11,10,7,"11_10_7",30,26,31,7,7,0
"AREA#020111008","020111008",11,10,8,"11_10_8",35,20,34,5,5,0
"AREA#020111009","020111009",11,10,9,"11_10_9",31,20,40,4,4,0
"AREA#020111010","020111010",11,10,10,"11_10_10",25,21,34,7,13,1
"AREA#020111101","020111101",11,11,1,"11_11_1",27,24,38,6,4,0
"AREA#020111102","020111102",11,11,2,"11_11_2",25,33,39,2,1,0
"AREA#020111103","020111103",11,11,3,"11_11_3",26,23,35,7,7,1
"AREA#020111104","020111104",11,11,4,"11_11_4",30,21,35,12,2,0
"AREA#020111105","020111105",11,11,5,"11_11_5",30,27,33,6,4,0
"AREA#020111106","020111106",11,11,6,"11_11_6",29,19,34,8,8,2
"AREA#020111107","020111107",11,11,7,"11_11_7",27,24,40,6,3,0
"AREA#020111108","020111108",11,11,8,"11_11_8",26,28,36,6,3,1
"AREA#020111109","020111109",11,11,9,"11_11_9",29,25,36,6,3,0
"AREA#020111201","020111201",11,12,1,"11_12_1",37,24,33,4,1,0
"AREA#020111202","020111202",11,12,2,"11_12_2",32,25,39,3,1,0
"AREA#020111203","020111203",11,12,3,"11_12_3",29,24,38,4,4,0
"AREA#020111204","020111204",11,12,4,"11_12_4",37,23,32,3,5,0
"AREA#020111205","020111205",11,12,5,"11_12_5",27,32,34,4,4,0
"AREA#020111206","020111206",11,12,6,"11_12_6",30,28,34,4,4,0
"AREA#020111207","020111207",11,12,7,"11_12_7",34,24,31,5,5,1
"AREA#020111208","020111208",11,12,8,"11_12_8",21,17,44,9,9,0
"AREA#020111209","020111209",11,12,9,"11_12_9",29,21,40,4,5,1
"AREA#020111210","020111210",11,12,10,"11_12_10",36,21,33,5,6,0
"AREA#020111301","020111301",11,13,1,"11_13_1",40,19,32,4,5,1
"AREA#020111302","020111302",11,13,2,"11_13_2",42,19,29,4,6,1
"AREA#020111303","020111303",11,13,3,"11_13_3",42,25,29,3,1,0
"AREA#020111304","020111304",11,13,4,"11_13_4",41,19,32,5,3,0
"AREA#020111305","020111305",11,13,5,"11_13_5",38,21,34,4,3,0
"AREA#020111306","020111306",11,13,6,"11_13_6",38,26,30,4,2,1
"AREA#020111307","020111307",11,13,7,"11_13_7",33,27,28,6,6,0
"AREA#020111308","020111308",11,13,8,"11_13_8",35,24,35,4,3,0
"AREA#020111309","020111309",11,13,9,"11_13_9",26,22,40,5,6,2
"AREA#020111310","020111310",11,13,10,"11_13_10",33,26,33,4,3,0
"AREA#020111311","020111311",11,13,11,"11_13_11",32,26,34,4,3,1
"AREA#020111401","020111401",11,14,1,"11_14_1",33,26,32,5,4,0
"AREA#020111402","020111402",11,14,2,"11_14_2",34,24,34,6,2,0
"AREA#020111403","020111403",11,14,3,"11_14_3",30,28,34,5,3,0
"AREA#020111404","020111404",11,14,4,"11_14_4",29,21,35,9,6,0
"AREA#020111405","020111405",11,14,5,"11_14_5",27,30,34,5,4,0
"AREA#020111406","020111406",11,14,6,"11_14_6",31,22,37,5,5,0
"AREA#020111407","020111407",11,14,7,"11_14_7",35,26,32,4,2,0
"AREA#020111501","020111501",11,15,1,"11_15_1",24,26,38,5,6,0
"AREA#020111502","020111502",11,15,2,"11_15_2",23,24,38,10,3,1
"AREA#020111503","020111503",11,15,3,"11_15_3",30,23,34,7,5,1
"AREA#020111504","020111504",11,15,4,"11_15_4",22,28,37,6,7,0
"AREA#020111505","020111505",11,15,5,"11_15_5",29,21,40,5,5,0
"AREA#020111506","020111506",11,15,6,"11_15_6",37,34,25,3,2,0
"AREA#020111507","020111507",11,15,7,"11_15_7",31,24,32,7,4,2
"AREA#020111508","020111508",11,15,8,"11_15_8",34,21,33,5,6,1
"AREA#020111509","020111509",11,15,9,"11_15_9",37,24,29,6,4,1
"AREA#020111510","020111510",11,15,10,"11_15_10",37,28,28,4,3,0
"AREA#020111511","020111511",11,15,11,"11_15_11",28,21,41,5,5,0
"AREA#020111601","020111601",11,16,1,"11_16_1",29,26,34,6,3,2
"AREA#020111602","020111602",11,16,2,"11_16_2",30,26,34,6,5,0
"AREA#020111603","020111603",11,16,3,"11_16_3",26,19,44,4,5,0
"AREA#020111604","020111604",11,16,4,"11_16_4",32,20,35,6,6,2
"AREA#020111605","020111605",11,16,5,"11_16_5",24,26,35,8,8,0
"AREA#020111606","020111606",11,16,6,"11_16_6",27,16,42,6,7,1
"AREA#020111607","020111607",11,16,7,"11_16_7",31,27,32,4,4,1
"AREA#020111608","020111608",11,16,8,"11_16_8",28,25,34,7,6,0
"AREA#020111609","020111609",11,16,9,"11_16_9",29,19,40,5,7,0
"AREA#020111610","020111610",11,16,10,"11_16_10",24,24,37,6,7,2
"AREA#020111701","020111701",11,17,1,"11_17_1",27,26,34,6,7,0
"AREA#020111702","020111702",11,17,2,"11_17_2",25,31,36,4,3,1
"AREA#020111703","020111703",11,17,3,"11_17_3",29,24,35,7,5,1
"AREA#020111704","020111704",11,17,4,"11_17_4",28,21,38,5,7,1
"AREA#020111705","020111705",11,17,5,"11_17_5",29,21,36,5,6,2
"AREA#020111706","020111706",11,17,6,"11_17_6",27,22,38,6,7,1
"AREA#020111707","020111707",11,17,7,"11_17_7",24,25,38,6,7,1
"AREA#020111708","020111708",11,17,8,"11_17_8",25,17,39,8,8,2
"AREA#020111801","020111801",11,18,1,"11_18_1",25,23,33,9,8,0
"AREA#020111802","020111802",11,18,2,"11_18_2",33,20,35,6,6,0
"AREA#020111803","020111803",11,18,3,"11_18_3",25,24,37,5,7,2
"AREA#020111804","020111804",11,18,4,"11_18_4",27,19,38,6,8,2
"AREA#020111805","020111805",11,18,5,"11_18_5",26,18,41,6,8,1
"AREA#020111806","020111806",11,18,6,"11_18_6",25,21,42,6,6,0
"AREA#020111807","020111807",11,18,7,"11_18_7",29,20,39,4,7,1
"AREA#020111808","020111808",11,18,8,"11_18_8",26,23,32,7,10,2
"AREA#020111809","020111809",11,18,9,"11_18_9",23,23,35,6,12,1
"AREA#020111901","020111901",11,19,1,"11_19_1",31,19,37,7,5,1
"AREA#020111902","020111902",11,19,2,"11_19_2",28,20,35,8,7,2
"AREA#020111903","020111903",11,19,3,"11_19_3",25,26,37,6,6,0
"AREA#020111904","020111904",11,19,4,"11_19_4",25,21,37,6,9,2
"AREA#020111905","020111905",11,19,5,"11_19_5",27,25,37,8,3,0
"AREA#020111906","020111906",11,19,6,"11_19_6",35,22,33,4,5,1
"AREA#020111907","020111907",11,19,7,"11_19_7",24,20,36,10,9,1
"AREA#020111908","020111908",11,19,8,"11_19_8",30,21,28,10,11,1
"AREA#020111909","020111909",11,19,9,"11_19_9",28,19,36,5,11,0
"AREA#020112001","020112001",11,20,1,"11_20_1",33,21,31,6,8,1
"AREA#020112002","020112002",11,20,2,"11_20_2",31,22,34,6,7,0
"AREA#020112003","020112003",11,20,3,"11_20_3",24,16,37,8,11,5
"AREA#020112004","020112004",11,20,4,"11_20_4",31,28,30,3,6,1
"AREA#020112005","020112005",11,20,5,"11_20_5",30,28,33,5,3,1
"AREA#020112006","020112006",11,20,6,"11_20_6",33,24,30,7,6,2
"AREA#020112007","020112007",11,20,7,"11_20_7",34,22,31,4,8,0
"AREA#020112008","020112008",11,20,8,"11_20_8",30,27,33,6,4,1
"AREA#020112009","020112009",11,20,9,"11_20_9",21,25,47,5,3,0
"AREA#020112010","020112010",11,20,10,"11_20_10",32,22,36,4,5,0
"AREA#020112011","020112011",11,20,11,"11_20_11",21,26,38,6,8,1
"AREA#020112101","020112101",11,21,1,"11_21_1",33,15,36,6,9,1
"AREA#020112102","020112102",11,21,2,"11_21_2",29,26,33,6,6,1
"AREA#020112103","020112103",11,21,3,"11_21_3",32,20,34,6,7,1
"AREA#020112104","020112104",11,21,4,"11_21_4",34,18,36,5,5,1
"AREA#020112105","020112105",11,21,5,"11_21_5",27,13,38,10,11,2
"AREA#020112106","020112106",11,21,6,"11_21_6",25,19,41,8,7,1
"AREA#020112107","020112107",11,21,7,"11_21_7",27,15,48,5,5,0
"AREA#020112108","020112108",11,21,8,"11_21_8",23,21,36,10,8,2
"AREA#020112109","020112109",11,21,9,"11_21_9",28,17,42,7,6,0
"AREA#020112110","020112110",11,21,10,"11_21_10",23,21,33,7,12,4
"AREA#020112111","020112111",11,21,11,"11_21_11",30,16,35,7,9,2
"AREA#020112201","020112201",11,22,1,"11_22_1",28,18,37,5,9,3
"AREA#020112202","020112202",11,22,2,"11_22_2",30,18,36,4,9,3
"AREA#020112203","020112203",11,22,3,"11_22_3",33,22,33,5,6,1
"AREA#020112204","020112204",11,22,4,"11_22_4",26,18,39,8,7,1
"AREA#020112205","020112205",11,22,5,"11_22_5",31,25,29,6,7,1
"AREA#020112206","020112206",11,22,6,"11_22_6",32,17,40,5,5,1
"AREA#020112207","020112207",11,22,7,"11_22_7",32,22,35,8,3,1
"AREA#020112208","020112208",11,22,8,"11_22_8",29,26,35,6,4,1
"AREA#020112209","020112209",11,22,9,"11_22_9",26,20,35,9,8,1
"AREA#020112210","020112210",11,22,10,"11_22_10",30,18,42,4,6,0
"AREA#020112211","020112211",11,22,11,"11_22_11",26,27,35,5,6,0
"AREA#020120101","020120101",12,1,1,"12_1_1",39,32,26,2,2,0
"AREA#020120102","020120102",12,1,2,"12_1_2",34,42,21,3,1,0
"AREA#020120103","020120103",12,1,3,"12_1_3",29,34,35,2,0,0
"AREA#020120104","020120104",12,1,4,"12_1_4",32,25,29,5,9,0
"AREA#020120105","020120105",12,1,5,"12_1_5",31,28,30,6,4,1
"AREA#020120106","020120106",12,1,6,"12_1_6",38,22,33,5,2,0
"AREA#020120107","020120107",12,1,7,"12_1_7",34,28,26,4,6,3
"AREA#020120108","020120108",12,1,8,"12_1_8",32,29,31,3,4,1
"AREA#020120109","020120109",12,1,9,"12_1_9",28,26,35,6,4,1
"AREA#020120110","020120110",12,1,10,"12_1_10",38,20,33,3,5,1
"AREA#020120111","020120111",12,1,11,"12_1_11",27,24,37,6,6,0
"AREA#020120201","020120201",12,2,1,"12_2_1",30,20,36,8,5,1
"AREA#020120202","020120202",12,2,2,"12_2_2",39,22,27,5,7,1
"AREA#020120203","020120203",12,2,3,"12_2_3",35,14,37,7,6,1
"AREA#020120204","020120204",12,2,4,"12_2_4",31,30,31,5,3,0
"AREA#020120205","020120205",12,2,5,"12_2_5",28,21,39,5,7,0
"AREA#020120206","020120206",12,2,6,"12_2_6",25,30,38,4,3,0
"AREA#020120207","020120207",12,2,7,"12_2_7",28,28,36,6,3,0
"AREA#020120208","020120208",12,2,8,"12_2_8",28,27,33,6,5,1
"AREA#020120301","020120301",12,3,1,"12_3_1",39,19,32,4,6,0
"AREA#020120302","020120302",12,3,2,"12_3_2",29,28,33,5,5,0
"AREA#020120303","020120303",12,3,3,"12_3_3",34,28,29,6,3,0
"AREA#020120304","020120304",12,3,4,"12_3_4",26,27,35,4,6,1
"AREA#020120305","020120305",12,3,5,"12_3_5",30,25,29,7,8,2
"AREA#020120306","020120306",12,3,6,"12_3_6",14,14,35,13,19,5
"AREA#020120307","020120307",12,3,7,"12_3_7",39,22,26,8,3,1
"AREA#020120308","020120308",12,3,8,"12_3_8",24,23,34,9,9,0
"AREA#020120309","020120309",12,3,9,"12_3_9",29,27,35,5,4,0
"AREA#020120310","020120310",12,3,10,"12_3_10",32,32,27,5,3,0
"AREA#020120311","020120311",12,3,11,"12_3_11",28,28,36,6,3,0
"AREA#020120401","020120401",12,4,1,"12_4_1",32,26,34,5,4,0
"AREA#020120402","020120402",12,4,2,"12_4_2",26,24,33,7,8,1
"AREA#020120403","020120403",12,4,3,"12_4_3",32,27,35,5,2,0
"AREA#020120404","020120404",12,4,4,"12_4_4",31,25,33,7,3,0
"AREA#020120405","020120405",12,4,5,"12_4_5",38,24,29,5,5,0
"AREA#020120406","020120406",12,4,6,"12_4_6",30,22,30,11,8,0
"AREA#020120407","020120407",12,4,7,"12_4_7",36,23,32,5,4,0
"AREA#020120408","020120408",12,4,8,"12_4_8",30,27,31,5,7,0
"AREA#020120409","020120409",12,4,9,"12_4_9",34,27,29,6,4,0
"AREA#020120410","020120410",12,4,10,"12_4_10",28,22,37,6,7,0
"AREA#020120501","020120501",12,5,1,"12_5_1",33,28,33,3,3,0
"AREA#020120502","020120502",12,5,2,"12_5_2",37,17,33,6,6,1
"AREA#020120503","020120503",12,5,3,"12_5_3",31,24,39,4,2,0
"AREA#020120504","020120504",12,5,4,"12_5_4",36,20,36,4,3,0
"AREA#020120505","020120505",12,5,5,"12_5_5",34,18,39,3,7,0
"AREA#020120506","020120506",12,5,6,"12_5_6",34,15,38,6,7,0
"AREA#020120507","020120507",12,5,7,"12_5_7",34,20,36,6,4,1
"AREA#020120508","020120508",12,5,8,"12_5_8",33,24,35,4,4,0
"AREA#020120509","020120509",12,5,9,"12_5_9",35,24,33,4,3,0
"AREA#020120510","020120510",12,5,10,"12_5_10",34,23,35,4,4,0
"AREA#020120511","020120511",12,5,11,"12_5_11",30,18,35,5,11,1
"AREA#020120601","020120601",12,6,1,"12_6_1",39,21,29,7,5,0
"AREA#020120602","020120602",12,6,2,"12_6_2",29,19,38,9,6,0
"AREA#020120603","020120603",12,6,3,"12_6_3",28,30,33,8,2,0
"AREA#020120604","020120604",12,6,4,"12_6_4",31,23,35,5,6,0
"AREA#020120605","020120605",12,6,5,"12_6_5",30,27,33,6,4,0
"AREA#020120606","020120606",12,6,6,"12_6_6",34,23,33,4,6,0
"AREA#020120607","020120607",12,6,7,"12_6_7",37,13,39,5,6,0
"AREA#020120608","020120608",12,6,8,"12_6_8",28,27,33,8,3,0
"AREA#020120609","020120609",12,6,9,"12_6_9",30,20,39,5,5,0
"AREA#020120610","020120610",12,6,10,"12_6_10",39,28,27,4,2,0
"AREA#020120701","020120701",12,7,1,"12_7_1",31,22,37,6,3,1
"AREA#020120702","020120702",12,7,2,"12_7_2",31,28,33,5,3,0
"AREA#020120703","020120703",12,7,3,"12_7_3",35,25,33,4,2,0
"AREA#020120704","020120704",12,7,4,"12_7_4",35,30,28,4,3,1
"AREA#020120705","020120705",12,7,5,"12_7_5",29,26,37,4,4,0
"AREA#020120706","020120706",12,7,6,"12_7_6",25,23,37,5,10,0
"AREA#020120707","020120707",12,7,7,"12_7_7",28,25,33,5,7,1
"AREA#020120708","020120708",12,7,8,"12_7_8",38,24,29,5,4,0
"AREA#020120709","020120709",12,7,9,"12_7_9",36,18,36,4,6,0
